Weekday,datum,Year,Month,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,M01AB_s_sod,M01AB_s_eod,M01AE_s_sod,M01AE_s_eod,N02BA_s_sod,N02BA_s_eod,N02BE_s_sod,N02BE_s_eod,N05B_s_sod,N05B_s_eod,N05C_s_sod,N05C_s_eod,R03_s_sod,R03_s_eod,R06_s_sod,R06_s_eod
Wednesday,8/23/2017,2017,8,3.33,2.33,2,42,8,0,9,3,70.42291667,67.09291667,44.12235417,41.79235417,17.241,15.241,254.7422917,212.7422917,109.0625,101.0625,3.125,3.125,43.13541667,34.13541667,27.2525,24.2525
Thursday,8/24/2017,2017,8,8,9.053,2,27,13,0,1,3,67.09291667,59.09291667,41.79235417,32.73935417,15.241,13.241,212.7422917,185.7422917,101.0625,88.06250003,3.125,3.125,34.13541667,33.13541667,24.2525,21.2525
Friday,8/25/2017,2017,8,6,3.01,1,20.25,17,0,0,1,59.09291667,53.09291667,32.73935417,29.72935417,13.241,12.241,185.7422917,165.4922917,88.06250003,71.06250003,3.125,3.125,33.13541667,33.13541667,21.2525,20.2525
Saturday,8/26/2017,2017,8,4.99,3.516,1,19,10,0,6,2,53.09291667,48.10291667,29.72935417,26.21335417,12.241,11.241,165.4922917,146.4922917,71.06250003,61.06250003,3.125,3.125,33.13541667,27.13541667,20.2525,18.2525
Sunday,8/27/2017,2017,8,3,5.34,1,21.3,5,2,7,1,128.1029167,125.1029167,69.21335417,63.87335417,37.241,36.241,337.4922917,316.1922917,61.06250003,56.06250003,10.125,8.125,64.13541667,57.13541667,18.2525,17.2525
Monday,8/28/2017,2017,8,8,7,5,16,12,0,1,3,125.1029167,117.1029167,63.87335417,56.87335417,36.241,31.241,316.1922917,300.1922917,56.06250003,44.06250003,8.125,8.125,57.13541667,56.13541667,17.2525,14.2525
Tuesday,8/29/2017,2017,8,7,3.066,3.5,17,5,0,11,2.1,117.1029167,110.1029167,56.87335417,53.80735417,31.241,27.741,300.1922917,283.1922917,44.06250003,39.06250003,8.125,8.125,56.13541667,45.13541667,14.2525,12.1525
Wednesday,8/30/2017,2017,8,7.67,3.99,3.15,17,4,3,0,2,110.1029167,102.4329167,53.80735417,49.81735417,27.741,24.591,283.1922917,266.1922917,39.06250003,35.06250003,8.125,5.125,45.13541667,45.13541667,12.1525,10.1525
Thursday,8/31/2017,2017,8,16.68,3.033,3.05,17,4,0,0,1,102.4329167,85.75291667,49.81735417,46.78435417,24.591,21.541,266.1922917,249.1922917,35.06250003,31.06250003,5.125,5.125,45.13541667,45.13541667,10.1525,9.1525
Friday,9/1/2017,2017,9,3.34,3,5,20.6,8,0,2,0,85.75291667,82.41291667,46.78435417,43.78435417,21.541,16.541,249.1922917,228.5922917,31.06250003,23.06250003,5.125,5.125,45.13541667,43.13541667,9.1525,9.1525
Saturday,9/2/2017,2017,9,6.34,2.13,6,18.4,8,0,1,3,82.41291667,76.07291667,43.78435417,41.65435417,16.541,10.541,228.5922917,210.1922917,23.06250003,15.06250003,5.125,5.125,43.13541667,42.13541667,9.1525,6.1525
Sunday,9/3/2017,2017,9,6.83,5.462,2,18.4,7,0,1,3,76.07291667,69.24291667,41.65435417,36.19235417,56.541,54.541,210.1922917,191.7922917,82.06250003,75.06250003,5.125,5.125,42.13541667,41.13541667,28.1525,25.1525
Monday,9/4/2017,2017,9,6.5,3.33,6,24,7,0,0,3,69.24291667,62.74291667,36.19235417,32.86235417,54.541,48.541,191.7922917,167.7922917,75.06250003,68.06250003,5.125,5.125,41.13541667,41.13541667,25.1525,22.1525
Tuesday,9/5/2017,2017,9,6.17,4.02,4,19.1,7,1,2,1.3,62.74291667,56.57291667,32.86235417,28.84235417,48.541,44.541,167.7922917,148.6922917,68.06250003,61.06250003,5.125,4.125,41.13541667,39.13541667,22.1525,20.8525
Wednesday,9/6/2017,2017,9,4.33,3,5,32,6,0,3,3,56.57291667,52.24291667,28.84235417,25.84235417,44.541,39.541,148.6922917,116.6922917,61.06250003,55.06250003,4.125,4.125,39.13541667,36.13541667,20.8525,17.8525
Thursday,9/7/2017,2017,9,3,1,3.2,18,2,0,0,2,52.24291667,49.24291667,25.84235417,24.84235417,39.541,36.341,116.6922917,98.69229166,55.06250003,53.06250003,4.125,4.125,36.13541667,36.13541667,17.8525,15.8525
Friday,9/8/2017,2017,9,8.83,7.32,3.1,34,8,0,3,4,49.24291667,40.41291667,24.84235417,17.52235417,36.341,33.241,98.69229166,64.69229166,53.06250003,45.06250003,4.125,4.125,36.13541667,33.13541667,15.8525,11.8525
Saturday,9/9/2017,2017,9,6,8.34,2.5,20,7,0,0,4,40.41291667,34.41291667,17.52235417,9.182354167,33.241,30.741,64.69229166,44.69229166,45.06250003,38.06250003,4.125,4.125,33.13541667,33.13541667,11.8525,7.8525
Sunday,9/10/2017,2017,9,3.34,5.35,1,35.6,7,0,0,4.2,34.41291667,31.07291667,61.18235417,55.83235417,30.741,29.741,294.6922917,259.0922917,137.0625,130.0625,4.125,4.125,33.13541667,33.13541667,39.8525,35.6525
Monday,9/11/2017,2017,9,2,3.373,2,12,16,0,0,2,31.07291667,29.07291667,55.83235417,52.45935417,29.741,27.741,259.0922917,247.0922917,130.0625,114.0625,4.125,4.125,33.13541667,33.13541667,35.6525,33.6525
Tuesday,9/12/2017,2017,9,1,4.35,5.2,18.25,6,1,1,2.2,29.07291667,28.07291667,52.45935417,48.10935417,27.741,22.541,247.0922917,228.8422917,114.0625,108.0625,4.125,3.125,33.13541667,32.13541667,33.6525,31.4525
Wednesday,9/13/2017,2017,9,4,0.66,2,25,16,0,5,0,28.07291667,24.07291667,48.10935417,47.44935417,22.541,20.541,228.8422917,203.8422917,108.0625,92.06250003,3.125,3.125,32.13541667,27.13541667,31.4525,31.4525
Thursday,9/14/2017,2017,9,5,5.34,5,22.4,6,0,9,5,24.07291667,19.07291667,47.44935417,42.10935417,20.541,15.541,203.8422917,181.4422917,92.06250003,86.06250003,3.125,3.125,27.13541667,18.13541667,31.4525,26.4525
Friday,9/15/2017,2017,9,3,3,3,16,12,1,8,3,19.07291667,16.07291667,42.10935417,39.10935417,15.541,12.541,181.4422917,165.4422917,86.06250003,74.06250003,3.125,2.125,18.13541667,10.13541667,26.4525,23.4525
Saturday,9/16/2017,2017,9,7,3,3.45,27.3,11,0,0,1.2,16.07291667,9.072916666,39.10935417,36.10935417,12.541,9.090999999,165.4422917,138.1422917,74.06250003,63.06250003,2.125,2.125,10.13541667,10.13541667,23.4525,22.2525
Sunday,9/17/2017,2017,9,5,4.34,4,32,6,1,7,5,64.07291667,59.07291667,36.10935417,31.76935417,29.091,25.091,439.1422917,407.1422917,63.06250003,57.06250003,11.125,10.125,52.13541667,45.13541667,53.2525,48.2525
Monday,9/18/2017,2017,9,9,4.34,1,27,7,0,1,2,59.07291667,50.07291667,31.76935417,27.42935417,25.091,24.091,407.1422917,380.1422917,57.06250003,50.06250003,10.125,10.125,45.13541667,44.13541667,48.2525,46.2525
Tuesday,9/19/2017,2017,9,3.33,6.033,1,43.25,6,2,6,9,50.07291667,46.74291667,27.42935417,21.39635417,24.091,23.091,380.1422917,336.8922917,50.06250003,44.06250003,10.125,8.125,44.13541667,38.13541667,46.2525,37.2525
Wednesday,9/20/2017,2017,9,2,2.363,0.1,35.45,6,0,6,0,46.74291667,44.74291667,21.39635417,19.03335417,23.091,22.991,336.8922917,301.4422917,44.06250003,38.06250003,8.125,8.125,38.13541667,32.13541667,37.2525,37.2525
Thursday,9/21/2017,2017,9,7.34,3.696,1,19.7,8,2,0,1,44.74291667,37.40291667,19.03335417,15.33735417,22.991,21.991,301.4422917,281.7422917,38.06250003,30.06250003,8.125,6.125,32.13541667,32.13541667,37.2525,36.2525
Friday,9/22/2017,2017,9,4.66,2.241,3,27.5,2,0,0,3,37.40291667,32.74291667,15.33735417,13.09635417,21.991,18.991,281.7422917,254.2422917,30.06250003,28.06250003,6.125,6.125,32.13541667,32.13541667,36.2525,33.2525
Saturday,9/23/2017,2017,9,9.99,6.99,3,14.45,12,2,0,2,32.74291667,22.75291667,13.09635417,6.106354167,18.991,15.991,254.2422917,239.7922917,28.06250003,16.06250003,6.125,4.125,32.13541667,32.13541667,33.2525,31.2525
Sunday,9/24/2017,2017,9,3.66,4.826,2,52.4,7,1,6,1,64.75291667,61.09291667,46.10635417,41.28035417,39.991,37.991,611.7922917,559.3922917,79.06250003,72.06250003,17.125,16.125,108.1354167,102.1354167,31.2525,30.2525
Monday,9/25/2017,2017,9,1,2.517,1,39.2,7,3,26,1,61.09291667,60.09291667,41.28035417,38.76335417,37.991,36.991,559.3922917,520.1922917,72.06250003,65.06250003,16.125,13.125,102.1354167,76.13541667,30.2525,29.2525
Tuesday,9/26/2017,2017,9,2,5.67,2.1,38.6,4,0,6,1,60.09291667,58.09291667,38.76335417,33.09335417,36.991,34.891,520.1922917,481.5922917,65.06250003,61.06250003,13.125,13.125,76.13541667,70.13541667,29.2525,28.2525
Wednesday,9/27/2017,2017,9,4,2.33,3,38,7,3,3,0,58.09291667,54.09291667,33.09335417,30.76335417,34.891,31.891,481.5922917,443.5922917,61.06250003,54.06250003,13.125,10.125,70.13541667,67.13541667,28.2525,28.2525
Thursday,9/28/2017,2017,9,3.34,2.68,2.5,37.85,3,0,10,0,54.09291667,50.75291667,30.76335417,28.08335417,31.891,29.391,443.5922917,405.7422917,54.06250003,51.06250003,10.125,10.125,67.13541667,57.13541667,28.2525,28.2525
Friday,9/29/2017,2017,9,1,5,3,35.4,8,6,5,1,50.75291667,49.75291667,28.08335417,23.08335417,29.391,26.391,405.7422917,370.3422917,51.06250003,43.06250003,10.125,4.125,57.13541667,52.13541667,28.2525,27.2525
Saturday,9/30/2017,2017,9,5.33,3.01,3,61.9,6,0,28,0,49.75291667,44.42291667,23.08335417,20.07335417,26.391,23.391,370.3422917,308.4422917,43.06250003,37.06250003,4.125,4.125,52.13541667,24.13541667,27.2525,27.2525
Sunday,10/1/2017,2017,10,4,5.891,3,72.1,7,1,20,1,44.42291667,40.42291667,59.07335417,53.18235417,59.391,56.391,791.4422917,719.3422917,121.0625,114.0625,20.125,19.125,130.1354167,110.1354167,27.2525,26.2525
Monday,10/2/2017,2017,10,8.33,2,3.15,18,3,1,0,0,40.42291667,32.09291667,53.18235417,51.18235417,56.391,53.241,719.3422917,701.3422917,114.0625,111.0625,19.125,18.125,110.1354167,110.1354167,26.2525,26.2525
Tuesday,10/3/2017,2017,10,0.34,2.1,3.15,57.2,21,3,5,2,32.09291667,31.75291667,51.18235417,49.08235417,53.241,50.091,701.3422917,644.1422917,111.0625,90.06250003,18.125,15.125,110.1354167,105.1354167,26.2525,24.2525
Wednesday,10/4/2017,2017,10,2,4.33,4,37,6,0,2,1,31.75291667,29.75291667,49.08235417,44.75235417,50.091,46.091,644.1422917,607.1422917,90.06250003,84.06250003,15.125,15.125,105.1354167,103.1354167,24.2525,23.2525
Thursday,10/5/2017,2017,10,5.33,3.99,5,40.8,5,0,11,2,29.75291667,24.42291667,44.75235417,40.76235417,46.091,41.091,607.1422917,566.3422917,84.06250003,79.06250003,15.125,15.125,103.1354167,92.13541667,23.2525,21.2525
Friday,10/6/2017,2017,10,3.99,4.66,1,39.8,7,0,6,2,24.42291667,20.43291667,40.76235417,36.10235417,41.091,40.091,566.3422917,526.5422917,79.06250003,72.06250003,15.125,15.125,92.13541667,86.13541667,21.2525,19.2525
Saturday,10/7/2017,2017,10,4,2.023,2,35.25,4,0,10,1,20.43291667,16.43291667,36.10235417,34.07935417,40.091,38.091,526.5422917,491.2922917,72.06250003,68.06250003,15.125,15.125,86.13541667,76.13541667,19.2525,18.2525
Sunday,10/8/2017,2017,10,8.67,3.261,5.2,77.1,2,0,15,4,67.43291667,58.76291667,34.07935417,30.81835417,38.091,32.891,491.2922917,414.1922917,68.06250003,66.06250003,15.125,15.125,76.13541667,61.13541667,39.2525,35.2525
Monday,10/9/2017,2017,10,0,0,0,0,0,0,0,0,58.76291667,58.76291667,30.81835417,30.81835417,32.891,32.891,414.1922917,414.1922917,66.06250003,66.06250003,15.125,15.125,61.13541667,61.13541667,35.2525,35.2525
Tuesday,10/10/2017,2017,10,10,2.68,2,25,8,0,11,3,58.76291667,48.76291667,30.81835417,28.13835417,32.891,30.891,414.1922917,389.1922917,66.06250003,58.06250003,15.125,15.125,61.13541667,50.13541667,35.2525,32.2525
Wednesday,10/11/2017,2017,10,3.5,1,4.6,39.4,2,0,6,2.5,48.76291667,45.26291667,28.13835417,27.13835417,30.891,26.291,389.1922917,349.7922917,58.06250003,56.06250003,15.125,15.125,50.13541667,44.13541667,32.2525,29.7525
Thursday,10/12/2017,2017,10,4,2.393,2.3,41,9,0,1,2,45.26291667,41.26291667,27.13835417,24.74535417,26.291,23.991,349.7922917,308.7922917,56.06250003,47.06250003,15.125,15.125,44.13541667,43.13541667,29.7525,27.7525
Friday,10/13/2017,2017,10,5.33,1.396,0.6,38,8,2,3,4,41.26291667,35.93291667,24.74535417,23.34935417,23.991,23.391,308.7922917,270.7922917,47.06250003,39.06250003,15.125,13.125,43.13541667,40.13541667,27.7525,23.7525
Saturday,10/14/2017,2017,10,4.84,3.66,4,42.2,9,1,20,0,35.93291667,31.09291667,23.34935417,19.68935417,23.391,19.391,270.7922917,228.5922917,39.06250003,30.06250003,13.125,12.125,40.13541667,20.13541667,23.7525,23.7525
Sunday,10/15/2017,2017,10,6,6.68,1,37,5,0,11,2,78.09291667,72.09291667,51.68935417,45.00935417,44.391,43.391,628.5922917,591.5922917,124.0625,119.0625,12.125,12.125,104.1354167,93.13541667,23.7525,21.7525
Monday,10/16/2017,2017,10,2.33,0.67,0,45.1,9,0,2,2,72.09291667,69.76291667,45.00935417,44.33935417,43.391,43.391,591.5922917,546.4922917,119.0625,110.0625,12.125,12.125,93.13541667,91.13541667,21.7525,19.7525
Tuesday,10/17/2017,2017,10,3.34,1.67,6,26.2,9,2,6,1,69.76291667,66.42291667,44.33935417,42.66935417,43.391,37.391,546.4922917,520.2922917,110.0625,101.0625,12.125,10.125,91.13541667,85.13541667,19.7525,18.7525
Wednesday,10/18/2017,2017,10,5.34,1.33,1,52.85,15,0,1,1,66.42291667,61.08291667,42.66935417,41.33935417,37.391,36.391,520.2922917,467.4422917,101.0625,86.06250003,10.125,10.125,85.13541667,84.13541667,18.7525,17.7525
Thursday,10/19/2017,2017,10,4.33,5.99,4.7,25.5,8,0,13,0,61.08291667,56.75291667,41.33935417,35.34935417,36.391,31.691,467.4422917,441.9422917,86.06250003,78.06250003,10.125,10.125,84.13541667,71.13541667,17.7525,17.7525
Friday,10/20/2017,2017,10,2.83,4.363,3,36.25,15,0,8,0,56.75291667,53.92291667,35.34935417,30.98635417,31.691,28.691,441.9422917,405.6922917,78.06250003,63.06250003,10.125,10.125,71.13541667,63.13541667,17.7525,17.7525
Saturday,10/21/2017,2017,10,3.33,3.769,3.3,25.2,9,3,5,4,53.92291667,50.59291667,30.98635417,27.21735417,28.691,25.391,405.6922917,380.4922917,63.06250003,54.06250003,10.125,7.125,63.13541667,58.13541667,17.7525,13.7525
Sunday,10/22/2017,2017,10,8,5,5,57.8,8,0,9,2,50.59291667,42.59291667,27.21735417,22.21735417,70.391,65.391,380.4922917,322.6922917,54.06250003,46.06250003,7.125,7.125,157.1354167,148.1354167,13.7525,11.7525
Monday,10/23/2017,2017,10,3.33,1.363,2,28.6,4,0,28,1,42.59291667,39.26291667,22.21735417,20.85435417,65.391,63.391,322.6922917,294.0922917,46.06250003,42.06250003,7.125,7.125,148.1354167,120.1354167,11.7525,10.7525
Tuesday,10/24/2017,2017,10,2,2,10,65.2,3,0,10,1,39.26291667,37.26291667,20.85435417,18.85435417,63.391,53.391,294.0922917,228.8922917,42.06250003,39.06250003,7.125,7.125,120.1354167,110.1354167,10.7525,9.7525
Wednesday,10/25/2017,2017,10,6.34,3.33,5.35,26.9,4,0,1,1,37.26291667,30.92291667,18.85435417,15.52435417,53.391,48.041,228.8922917,201.9922917,39.06250003,35.06250003,7.125,7.125,110.1354167,109.1354167,9.7525,8.7525
Thursday,10/26/2017,2017,10,1.33,1.099,2,38,9,1,5,2.3,30.92291667,29.59291667,15.52435417,14.42535417,48.041,46.041,201.9922917,163.9922917,35.06250003,26.06250003,7.125,6.125,109.1354167,104.1354167,8.7525,6.4525
Friday,10/27/2017,2017,10,6.32,2.363,6,26,14,1,21,2,29.59291667,23.27291667,14.42535417,12.06235417,46.041,40.041,163.9922917,137.9922917,26.06250003,12.06250003,6.125,5.125,104.1354167,83.13541667,6.4525,4.4525
Saturday,10/28/2017,2017,10,5,2.33,4,24.1,11,0,7,3,23.27291667,18.27291667,12.06235417,9.732354167,40.041,36.041,137.9922917,113.8922917,12.06250003,1.062500029,5.125,5.125,83.13541667,76.13541667,4.4525,1.4525
Sunday,10/29/2017,2017,10,7.66,2.373,1.05,36,3,0,1,2.2,62.27291667,54.61291667,35.73235417,33.35935417,36.041,34.991,415.8922917,379.8922917,71.06250003,68.06250003,5.125,5.125,76.13541667,75.13541667,20.4525,18.2525
Monday,10/30/2017,2017,10,1.5,3.66,2,32.8,7,0,9,1,54.61291667,53.11291667,33.35935417,29.69935417,34.991,32.991,379.8922917,347.0922917,68.06250003,61.06250003,5.125,5.125,75.13541667,66.13541667,18.2525,17.2525
Tuesday,10/31/2017,2017,10,4.33,1.363,4,38,2,0,0,1,53.11291667,48.78291667,29.69935417,28.33635417,32.991,28.991,347.0922917,309.0922917,61.06250003,59.06250003,5.125,5.125,66.13541667,66.13541667,17.2525,16.2525
Wednesday,11/1/2017,2017,11,0.67,3.429,2,23,5,0,3,1,48.78291667,48.11291667,28.33635417,24.90735417,28.991,26.991,309.0922917,286.0922917,59.06250003,54.06250003,5.125,5.125,66.13541667,63.13541667,16.2525,15.2525
Thursday,11/2/2017,2017,11,4,2.066,1.55,22.1,5,0,11,3,48.11291667,44.11291667,24.90735417,22.84135417,26.991,25.441,286.0922917,263.9922917,54.06250003,49.06250003,5.125,5.125,63.13541667,52.13541667,15.2525,12.2525
Friday,11/3/2017,2017,11,2.33,7.67,4.4,37.4,10,3,6,1,44.11291667,41.78291667,22.84135417,15.17135417,25.441,21.041,263.9922917,226.5922917,49.06250003,39.06250003,5.125,2.125,52.13541667,46.13541667,12.2525,11.2525
Saturday,11/4/2017,2017,11,10.34,7.472,6,33,5,0,1,3.2,41.78291667,31.44291667,15.17135417,7.699354167,21.041,15.041,226.5922917,193.5922917,39.06250003,34.06250003,2.125,2.125,46.13541667,45.13541667,11.2525,8.0525
Sunday,11/5/2017,2017,11,6.33,5.799,1.1,35.45,1,0,5,2,86.44291667,80.11291667,56.69935417,50.90035417,48.041,46.941,469.5922917,434.1422917,85.06250003,84.06250003,11.125,11.125,99.13541667,94.13541667,24.0525,22.0525
Monday,11/6/2017,2017,11,8.34,3.2,2,20.2,11,3,8,1,80.11291667,71.77291667,50.90035417,47.70035417,46.941,44.941,434.1422917,413.9422917,84.06250003,73.06250003,11.125,8.125,94.13541667,86.13541667,22.0525,21.0525
Tuesday,11/7/2017,2017,11,0.67,4,7,20,4,0,0,1.5,71.77291667,71.10291667,47.70035417,43.70035417,44.941,37.941,413.9422917,393.9422917,73.06250003,69.06250003,8.125,8.125,86.13541667,86.13541667,21.0525,19.5525
Wednesday,11/8/2017,2017,11,6,1.1,2,9.2,1,0,5,1,71.10291667,65.10291667,43.70035417,42.60035417,37.941,35.941,393.9422917,384.7422917,69.06250003,68.06250003,8.125,8.125,86.13541667,81.13541667,19.5525,18.5525
Thursday,11/9/2017,2017,11,2.67,3.746,0,28.8,2,0,11,1,65.10291667,62.43291667,42.60035417,38.85435417,35.941,35.941,384.7422917,355.9422917,68.06250003,66.06250003,8.125,8.125,81.13541667,70.13541667,18.5525,17.5525
Friday,11/10/2017,2017,11,9.34,6.66,6.2,34,9,0,22,2,62.43291667,53.09291667,38.85435417,32.19435417,35.941,29.741,355.9422917,321.9422917,66.06250003,57.06250003,8.125,8.125,70.13541667,48.13541667,17.5525,15.5525
Saturday,11/11/2017,2017,11,8.5,3,4.1,32,8,0,2,0,53.09291667,44.59291667,32.19435417,29.19435417,29.741,25.641,321.9422917,289.9422917,57.06250003,49.06250003,8.125,8.125,48.13541667,46.13541667,15.5525,15.5525
Sunday,11/12/2017,2017,11,5,3.65,6.15,40,9,0,3,2,112.5929167,107.5929167,29.19435417,25.54435417,75.641,69.491,289.9422917,249.9422917,133.0625,124.0625,8.125,8.125,124.1354167,121.1354167,15.5525,13.5525
Monday,11/13/2017,2017,11,9.33,2.429,4.2,44.2,5,0,5,0.2,107.5929167,98.26291667,25.54435417,23.11535417,69.491,65.291,249.9422917,205.7422917,124.0625,119.0625,8.125,8.125,121.1354167,116.1354167,13.5525,13.3525
Tuesday,11/14/2017,2017,11,3,0.859,2,6.8,14,0,19,1,98.26291667,95.26291667,23.11535417,22.25635417,65.291,63.291,205.7422917,198.9422917,119.0625,105.0625,8.125,8.125,116.1354167,97.13541667,13.3525,12.3525
Wednesday,11/15/2017,2017,11,5.33,2.726,7.7,17,8,3,0,1,95.26291667,89.93291667,22.25635417,19.53035417,63.291,55.591,198.9422917,181.9422917,105.0625,97.06250003,8.125,5.125,97.13541667,97.13541667,12.3525,11.3525
Thursday,11/16/2017,2017,11,5.33,2,3,17.6,3,0,1,1,89.93291667,84.60291667,19.53035417,17.53035417,55.591,52.591,181.9422917,164.3422917,97.06250003,94.06250003,5.125,5.125,97.13541667,96.13541667,11.3525,10.3525
Friday,11/17/2017,2017,11,3,4.837,3,34,5,0,30,2,84.60291667,81.60291667,17.53035417,12.69335417,52.591,49.591,164.3422917,130.3422917,94.06250003,89.06250003,5.125,5.125,96.13541667,66.13541667,10.3525,8.3525
Saturday,11/18/2017,2017,11,5.33,8.45,2,42.5,2,0,8,1.2,81.60291667,76.27291667,12.69335417,4.243354167,49.591,47.591,130.3422917,87.84229166,89.06250003,87.06250003,5.125,5.125,66.13541667,58.13541667,8.3525,7.1525
Sunday,11/19/2017,2017,11,4,6.88,1,29,3,0,6,2.5,76.27291667,72.27291667,58.24335417,51.36335417,47.591,46.591,412.8422917,383.8422917,87.06250003,84.06250003,5.125,5.125,58.13541667,52.13541667,23.1525,20.6525
Monday,11/20/2017,2017,11,2.34,5.34,2.4,28.8,10,0,2,0,72.27291667,69.93291667,51.36335417,46.02335417,46.591,44.191,383.8422917,355.0422917,84.06250003,74.06250003,5.125,5.125,52.13541667,50.13541667,20.6525,20.6525
Tuesday,11/21/2017,2017,11,13.33,0.68,1,22.4,5,0,2,1,69.93291667,56.60291667,46.02335417,45.34335417,44.191,43.191,355.0422917,332.6422917,74.06250003,69.06250003,5.125,5.125,50.13541667,48.13541667,20.6525,19.6525
Wednesday,11/22/2017,2017,11,2,4,1,26.1,20,0,1,1,56.60291667,54.60291667,45.34335417,41.34335417,43.191,42.191,332.6422917,306.5422917,69.06250003,49.06250003,5.125,5.125,48.13541667,47.13541667,19.6525,18.6525
Thursday,11/23/2017,2017,11,9.33,5.99,6,34.3,14,0,0,3,54.60291667,45.27291667,41.34335417,35.35335417,42.191,36.191,306.5422917,272.2422917,49.06250003,35.06250003,5.125,5.125,47.13541667,47.13541667,18.6525,15.6525
Friday,11/24/2017,2017,11,8,3.132,5,34.324,5,2,2,0,45.27291667,37.27291667,35.35335417,32.22135417,36.191,31.191,272.2422917,237.9182917,35.06250003,30.06250003,5.125,3.125,47.13541667,45.13541667,15.6525,15.6525
Saturday,11/25/2017,2017,11,5.33,6.076,4.1,26.5,8,0,2,0,37.27291667,31.94291667,32.22135417,26.14535417,31.191,27.091,237.9182917,211.4182917,30.06250003,22.06250003,3.125,3.125,45.13541667,43.13541667,15.6525,15.6525
Sunday,11/26/2017,2017,11,5.66,5.786,1,31.2,2,1,12,2,87.94291667,82.28291667,61.14535417,55.35935417,69.091,68.091,556.4182917,525.2182917,71.06250003,69.06250003,12.125,11.125,110.1354167,98.13541667,36.6525,34.6525
Monday,11/27/2017,2017,11,1.34,3.67,6.1,34.825,4,0,7,3,82.28291667,80.94291667,55.35935417,51.68935417,68.091,61.991,525.2182917,490.3932917,69.06250003,65.06250003,11.125,11.125,98.13541667,91.13541667,34.6525,31.6525
Tuesday,11/28/2017,2017,11,5,1.34,5.35,40.6,5,3,8,3,80.94291667,75.94291667,51.68935417,50.34935417,61.991,56.641,490.3932917,449.7932917,65.06250003,60.06250003,11.125,8.125,91.13541667,83.13541667,31.6525,28.6525
Wednesday,11/29/2017,2017,11,6.34,2.397,4.1,32.6,7,0,5,3,75.94291667,69.60291667,50.34935417,47.95235417,56.641,52.541,449.7932917,417.1932917,60.06250003,53.06250003,8.125,8.125,83.13541667,78.13541667,28.6525,25.6525
Thursday,11/30/2017,2017,11,5.67,1.396,3,30,2,0,9,3,69.60291667,63.93291667,47.95235417,46.55635417,52.541,49.541,417.1932917,387.1932917,53.06250003,51.06250003,8.125,8.125,78.13541667,69.13541667,25.6525,22.6525
Friday,12/1/2017,2017,12,10.33,7.66,1,25.4,3,0,5,2,63.93291667,53.60291667,46.55635417,38.89635417,49.541,48.541,387.1932917,361.7932917,51.06250003,48.06250003,8.125,8.125,69.13541667,64.13541667,22.6525,20.6525
